date,general_label,traffic_rate,total_traffic
2017-04-04,Entertainment,0.1,7000.0
2017-04-05,Entertainment,0.25,43000.0
2017-04-06,Entertainment,0.1,9000.0
2017-04-07,Entertainment,0.0,0.0
2017-04-08,Entertainment,0.25,37000.0
2017-04-09,Entertainment,0.25,37000.0
2017-04-10,Entertainment,0.1,9000.0
2017-04-11,Entertainment,0.1,20000.0
2017-04-12,Entertainment,0.1,15000.0
2017-04-13,Entertainment,0.1,7000.0
2017-04-14,Entertainment,0.1,2000.0
2017-04-15,Entertainment,0.0,0.0
2017-04-16,Entertainment,0.25,39000.0
2017-04-17,Entertainment,0.1,4000.0
2017-04-18,Entertainment,0.1,20000.0
2017-04-19,Entertainment,0.1,10000.0
2017-04-20,Entertainment,0.1,2000.0
2017-04-21,Entertainment,0.25,32000.0
2017-04-22,Entertainment,0.25,45000.0
2017-04-23,Entertainment,0.1,22000.0
2017-04-24,Entertainment,0.0,0.0
2017-04-25,Entertainment,0.1,7000.0
2017-04-26,Entertainment,0.1,9000.0
2017-04-27,Entertainment,0.1,8000.0
2017-04-28,Entertainment,0.1,6000.0
2017-04-29,Entertainment,0.1,14000.0
2017-04-30,Entertainment,0.1,12000.0
2017-05-01,Entertainment,0.1,2000.0
2017-05-02,Entertainment,0.1,20000.0
2017-05-03,Entertainment,0.3,62000.0
2017-05-04,Entertainment,0.1,5000.0
