date,general_label,traffic_rate,total_traffic
2017-04-01,Accident,0.1,500000.0
2017-04-02,Accident,0.0,0.0
2017-04-03,Accident,0.1,500000.0
2017-04-04,Accident,0.1,200000.0
2017-04-05,Accident,0.1,350000.0
2017-04-06,Accident,0.1,200000.0
2017-04-07,Accident,0.1,350000.0
2017-04-08,Accident,0.0,0.0
2017-04-09,Accident,0.0,0.0
2017-04-10,Accident,0.1,1200000.0
2017-04-11,Accident,0.25,2400000.0
2017-04-12,Accident,0.1,550000.0
2017-04-13,Accident,1.0,5000000.0
2017-04-14,Accident,0.1,170000.0
2017-04-15,Accident,0.1,250000.0
2017-04-16,Accident,0.1,750000.0
2017-04-17,Accident,0.25,2050000.0
2017-04-18,Accident,0.1,270000.0
2017-04-19,Accident,0.1,200000.0
2017-04-20,Accident,0.1,100000.0
2017-04-21,Accident,0.1,500000.0
2017-04-22,Accident,0.1,550000.0
2017-04-23,Accident,0.1,20000.0
2017-04-24,Accident,0.1,20000.0
2017-04-25,Accident,0.1,100000.0
2017-04-26,Accident,0.1,320000.0
2017-04-27,Accident,0.1,290000.0
2017-04-28,Accident,0.1,100000.0
2017-04-29,Accident,0.1,100000.0
2017-04-30,Accident,0.1,50000.0
2017-05-01,Accident,0.1,90000.0
2017-05-02,Accident,0.1,800000.0
2017-05-03,Accident,0.1,50000.0
2017-05-04,Accident,0.1,250000.0
