date,general_label,traffic_rate,total_traffic
2017-02-14,Accident,0.1,30000.0
2017-02-15,Accident,0.1,90000.0
2017-02-16,Accident,0.1,30000.0
2017-02-17,Accident,0.1,40000.0
2017-02-18,Accident,0.1,10000.0
2017-02-19,Accident,0.1,100000.0
2017-02-20,Accident,0.1,270000.0
2017-02-21,Accident,0.1,20000.0
2017-02-22,Accident,0.1,750000.0
2017-02-23,Accident,0.1,20000.0
2017-02-24,Accident,0.1,40000.0
2017-02-25,Accident,0.1,20000.0
2017-02-26,Accident,0.1,170000.0
2017-02-27,Accident,0.1,150000.0
2017-02-28,Accident,0.1,50000.0
2017-03-01,Accident,0.1,20000.0
2017-03-02,Accident,0.1,50000.0
2017-03-03,Accident,0.1,40000.0
2017-03-04,Accident,0.0,0.0
2017-03-05,Accident,0.1,90000.0
2017-03-06,Accident,0.1,30000.0
2017-03-07,Accident,0.1,90000.0
2017-03-08,Accident,0.1,50000.0
2017-03-09,Accident,0.0,0.0
2017-03-10,Accident,0.0,0.0
2017-03-11,Accident,0.1,10000.0
2017-03-12,Accident,0.1,170000.0
2017-03-13,Accident,0.1,110000.0
2017-03-14,Accident,0.1,60000.0
2017-03-15,Accident,0.1,30000.0
2017-03-16,Accident,0.1,50000.0
2017-03-17,Accident,0.0,0.0
2017-03-18,Accident,0.1,30000.0
2017-03-19,Accident,0.1,70000.0
2017-03-20,Accident,0.1,210000.0
2017-03-21,Accident,0.1,260000.0
2017-03-22,Accident,0.39999999999999997,4850000.0
2017-03-23,Accident,0.1,290000.0
2017-03-24,Accident,0.1,70000.0
2017-03-25,Accident,0.0,0.0
2017-03-26,Accident,0.1,30000.0
2017-03-27,Accident,0.1,70000.0
2017-03-28,Accident,0.1,10000.0
2017-03-29,Accident,0.1,80000.0
2017-03-30,Accident,0.1,30000.0
2017-03-31,Accident,0.1,70000.0
2017-04-01,Accident,0.1,80000.0
2017-04-02,Accident,0.0,0.0
2017-04-03,Accident,0.1,130000.0
2017-04-04,Accident,0.1,110000.0
2017-04-05,Accident,0.0,0.0
2017-04-06,Accident,0.1,10000.0
2017-04-07,Accident,0.1,210000.0
2017-04-08,Accident,0.1,220000.0
2017-04-09,Accident,0.1,10000.0
2017-04-10,Accident,0.1,300000.0
2017-04-11,Accident,0.1,220000.0
2017-04-12,Accident,0.1,40000.0
2017-04-13,Accident,0.1,20000.0
2017-04-14,Accident,0.1,70000.0
2017-04-15,Accident,0.1,40000.0
2017-04-16,Accident,0.1,40000.0
2017-04-17,Accident,0.1,110000.0
2017-04-18,Accident,0.1,150000.0
2017-04-19,Accident,0.1,100000.0
2017-04-20,Accident,0.1,180000.0
2017-04-21,Accident,0.1,120000.0
2017-04-22,Accident,0.1,50000.0
2017-04-23,Accident,0.0,0.0
2017-04-24,Accident,0.1,560000.0
2017-04-25,Accident,0.1,20000.0
2017-04-26,Accident,0.1,170000.0
2017-04-27,Accident,0.1,130000.0
2017-04-28,Accident,0.1,100000.0
2017-04-29,Accident,0.1,20000.0
2017-04-30,Accident,0.1,30000.0
2017-05-01,Accident,0.1,250000.0
2017-05-02,Accident,0.1,80000.0
2017-05-03,Accident,0.0,0.0
2017-05-04,Accident,0.1,70000.0
